title,company,skills,link
Data Analyst,SEVEN CONSULTANCY,"strong analytical skills , collection , excel , reporting",https://www.timesjobs.com/job-detail/data-analyst-marketing-seven-consultancy-surat-8-to-11-yrs-jobid-gp30akXBY1ZzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,grazitti interactive,"apache , xml , ssrs , python , oracle , javascript , business objects , algorithms , data mining , bi , sql , hadoop , sas , written communication",https://www.timesjobs.com/job-detail/lead-data-analyst-grazitti-interactive-mohali-6-to-9-yrs-jobid-t5NhZXvxPntzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,PUBLICIS GROUPE,"hybris , bi , sql , salesforce , episerver , devops , magento , mobile , demandware , drupal , infrastructure",https://www.timesjobs.com/job-detail/lead-data-analyst-publicis-groupe-ahmedabad-gurgaon-mumbai-bengaluru-bangalore-6-to-9-yrs-jobid-PRHBr678OI1zpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Netxcell Ltd,"data analytics , c , computer application ,dataanalyst",https://www.timesjobs.com/job-detail/business-data-analyst-bda-application-netxcell-ltd-vijayawada-3-to-6-yrs-jobid-OJE6MLAhQzpzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,ion trading india pvt. ltd.,"commercial banking , data analytics , sql , data modeling , stakeholder engagement , business analyst , data science , xml , data analysis ,dataanalyst",https://www.timesjobs.com/job-detail/ion-group-senior-data-analyst-ion-trading-india-pvt-ltd-noida-greater-noida-3-to-8-yrs-jobid-b2q8THphP41zpSvf__PLUS__uAgZw==&source=srp
Data Analyst,ZYNGA,"data analysis , analytics , user behavior , machine learning , communication , games , python , messaging , sql , hadoop , san",https://www.timesjobs.com/job-detail/data-analyst-3-zynga-zynga-zynga-bengaluru-bangalore-7-to-10-yrs-jobid-TwBI__SLASH__v6dZEFzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,IQVIA,"sql , python , analytical skills , databricks , cloud knowledge , javascript , written communication , technical skills",https://www.timesjobs.com/job-detail/junior-data-analyst-intern-campus-iqvia-bengaluru-bangalore-0-to-1-yrs-jobid-S76rLg16iBZzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Nielsen Research Ltd. Co.,"survey programming , quality assurance , data analysis , troubleshooting , communication skills , python , css , team player , javascript , written communication , xml , html , data structures",https://www.timesjobs.com/job-detail/nielsen-technical-survey-data-analyst-nielsen-research-ltd-co-bengaluru-bangalore-2-to-4-yrs-jobid-7nh51xKwSxxzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Analytics Vidhya,"data mining , bi , sql , elastic search , big data , technology infrastructure , python , natural language processing , information retrieval , machine learning , mapreduce , infrastructure",https://www.timesjobs.com/job-detail/assistant-manager-analytics-data-analyst-analytics-vidhya-bengaluru-bangalore-4-to-7-yrs-jobid-UnVFNDriBmRzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Analytics Vidhya,"python , rdbms , data mining , nosql , apache , cassandra",https://www.timesjobs.com/job-detail/jr-data-analyst-data-scientist-analytics-vidhya-hyderabad-secunderabad-1-to-2-yrs-jobid-hVhLTAGDapBzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,BUSISOL SOURCING INDIA PVT. LTD,"dispatch , transporters , inventory , customs , freight forwarding , price negotiation , dispatch planning , transportation",https://www.timesjobs.com/job-detail/operation-executive-cum-data-analyst-busisol-sourcing-india-pvt-ltd-mumbai-5-to-7-yrs-jobid-LvJT5NUG6shzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Google India Pvt Ltd,"data analytics , data science , statistics , sql , python , job posting , recruitment , workforce , communication , presentation skills , compensation",https://www.timesjobs.com/job-detail/intelligence-data-analyst-trust-and-safety-google-india-pvt-ltd-atlanta-4-to-5-yrs-jobid-hjxAwIjZjeRzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Google India Pvt Ltd,"user research , data analysis , sql , analytics coding , stakeholder management , hr , talent development , job posting , recruitment , workforce , communication , leadership development",https://www.timesjobs.com/job-detail/senior-data-analyst-scaled-analytics-google-india-pvt-ltd-6-to-9-yrs-jobid-rFuK8ds6mTlzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Clarivate Analytics,"market research , project management , data analysis , client servicing , communication skills , sql , security , technology management , consulting , author , ehr , tableau , analyst",https://www.timesjobs.com/job-detail/healthcare-research-data-analyst-clarivate-analytics-noida-greater-noida-0-to-5-yrs-jobid-IEhDv537DExzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Clarivate Analytics,"data analysis , market research , excel proficiency , sql knowledge , managed care industry , mapping",https://www.timesjobs.com/job-detail/healthcare-research-data-analyst-clarivate-analytics-philadelphia-2-to-5-yrs-jobid-NtorEV88hdNzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,BUSISOL SOURCING INDIA PVT. LTD,"dispatch , transporters , inventory , customs , freight forwarding , price negotiation , dispatch planning , transportation",https://www.timesjobs.com/job-detail/operation-executive-cum-data-analyst-busisol-sourcing-india-pvt-ltd-mumbai-5-to-7-yrs-jobid-BDOZLADQOTpzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Analytics Vidhya,"data mining , bi , sql , elastic search , big data , technology infrastructure , python , natural language processing , information retrieval , machine learning , mapreduce , infrastructure",https://www.timesjobs.com/job-detail/assistant-manager-analytics-data-analyst-analytics-vidhya-bengaluru-bangalore-4-to-7-yrs-jobid-YwdHTXSEVJVzpSvf__PLUS__uAgZw==&source=srp
,Professional HR Solutions,"Surveillance Management Associate ,dataanalyst, data analysis",https://www.timesjobs.com/job-detail/surveillance-management-associate-professional-hr-solutions-vadodara-0-to-3-yrs-jobid-VYAJDnpU8klzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Binance,"cryptocurrency analysis , data analytics , communication skills , sql , python , business analytics , dashboards ,dataanalyst, use cases",https://www.timesjobs.com/job-detail/binance-accelerator-program-data-analyst-trading-insight-binance-0-to-3-yrs-jobid-1CGWnsMjkUdzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,dun and bradstreet india pvt ltd,"data analysis , data visualization , sql , python , business communication , data science , customer analysis , business analysis ,dataanalyst",https://www.timesjobs.com/job-detail/dun-bradstreet-data-analyst-intern-dun-and-bradstreet-india-pvt-ltd-navi-mumbai-0-to-3-yrs-jobid-MP__SLASH__L3ymrH21zpSvf__PLUS__uAgZw==&source=srp
Data Analyst,2Soft Solutions Pvt. Ltd.,"data analysis , excel , market research , analytics , reporting , dashboards , customer success , consulting ,dataanalyst",https://www.timesjobs.com/job-detail/client-success-analyst-data-analyst-at-bandra-2soft-solutions-pvt-ltd-mumbai-3-to-6-yrs-jobid-bmDrSODWIpFzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,rewise analytics and technologies pvt ltd,"time series analysis , data analysis , information technology , bi , linear regression , dashboards ,dataanalyst, sql , database , tableau , data visualization",https://www.timesjobs.com/job-detail/data-analyst-sql-tableau-power-bi-rewise-analytics-and-technologies-pvt-ltd-pune-2-to-5-yrs-jobid-23wab0kIsTFzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Google India Pvt Ltd,"data analytics , operational analysis , project management , sql , python , program management , dashboards , data science , program manager , data visualization , data analysis , business analytics ,dataanalyst, tableau",https://www.timesjobs.com/job-detail/data-analyst-custom-silicon-sourcing-and-operations-google-india-pvt-ltd-2-to-5-yrs-jobid-Ai3E__SLASH__SbizF5zpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Google India Pvt Ltd,"data analytics , operational analysis , project management , sql , python , program management , dashboards , data science , program manager , data visualization , data analysis , business analytics ,dataanalyst, tableau",https://www.timesjobs.com/job-detail/data-analyst-custom-silicon-sourcing-and-operations-google-india-pvt-ltd-2-to-5-yrs-jobid-a73TkeTRDmxzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Google India Pvt Ltd,"data analytics , operational analysis , program management , sql , python , dashboards , data science , program manager , data visualization , data analysis , business analytics ,dataanalyst, tableau",https://www.timesjobs.com/job-detail/data-analyst-custom-silicon-sourcing-and-operations-google-india-pvt-ltd-2-to-5-yrs-jobid-kZYmqIfht09zpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Alstom Projects India Ltd.,"data analysis , power bi , excel expert , data visualization , communication skills , excel sheet , reports , vouchers , finance , pricing , expenses",https://www.timesjobs.com/job-detail/senior-business-data-analyst-job-details-alstom-alstom-projects-india-ltd-3-to-8-yrs-jobid-zcAyb2kgjL9zpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Gainwell Technologies,"data mapping , sql analysis , healthcare knowledge , communication skills , conversion experience , test cases , user acceptance testing , system testing , written communication , system integration testing",https://www.timesjobs.com/job-detail/data-analyst-job-details-gainwell-technologies-llc-gainwell-technologies-chennai-2-to-8-yrs-jobid-HfW2gXy5igVzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Moody's Corporation,"credit analysis , data analytics , financial research , structured finance , microsoft excel , reports , charts , accounting , mis , reporting , verbal communication",https://www.timesjobs.com/job-detail/re-ignite-associate-financial-data-analyst-moody-s-corporation-bengaluru-bangalore-1-to-3-yrs-jobid-P6HkX0BhipZzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Nielsen Research Ltd. Co.,"survey programming , data analysis , quality assurance , communication , problem solving , algorithms , css , xml , data structures , html , python , team player , javascript , written communication",https://www.timesjobs.com/job-detail/nielsen-senior-technical-survey-data-analyst-nielsen-research-ltd-co-mumbai-3-to-4-yrs-jobid-HD27YQDrzUpzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Myntra,"data analysis , sql queries , programming ( python / r ) , ms excel , statistical analysis , visualization , sas , spss , dashboards , tableau",https://www.timesjobs.com/job-detail/data-analyst-marketplace-omni-channel-myntra-bengaluru-bangalore-2-to-5-yrs-jobid-xwAk4Etny1dzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Analytics Vidhya,"portfolio , risk analytics , cfa , frm , risk management , structured finance , data analysis , risk",https://www.timesjobs.com/job-detail/data-analyst-risk-analytics-modelling-analytics-vidhya-chennai-2-to-5-yrs-jobid-PfkhW__SLASH__iJrj1zpSvf__PLUS__uAgZw==&source=srp
Data analyst,BUSISOL SOURCING INDIA PVT. LTD,"r2 , information technology , dbms , t-sql , xml , ssrs , c# , triggers , .net , microsoft technologies , bi , sql , t - sql , sql developer , rdbms , production support",https://www.timesjobs.com/job-detail/power-bi-sql-tableau-developer-data-analyst-busisol-sourcing-india-pvt-ltd-mumbai-6-to-8-yrs-jobid-RBlXfIZa3WJzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Veeva Systems,"data analysis , data quality , life sciences , data modeling , data visualization , orchestration , apache , software engineering , python , nosql , bi , storage , database , mongodb , san , forms",https://www.timesjobs.com/job-detail/veeva-systems-senior-data-analyst-link-veeva-systems-spain-5-to-8-yrs-jobid-X2vOObLGcONzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Clarivate Analytics,"market research , data analysis , forecasting , communication , project management , presentation skills , compensation",https://www.timesjobs.com/job-detail/senior-healthcare-research-data-analyst-clarivate-analytics-bengaluru-bangalore-4-to-7-yrs-jobid-a5B3OHriACBzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,hitachi ltd,"data analysis , etl data pipelines , powerbi , python programming , statistical analysis , database development , sql , machine learning , production support , hitachi , written communication",https://www.timesjobs.com/job-detail/data-analyst-global-sustainability-in-chicago-il-hitachi-hitachi-ltd-chicago-2-to-5-yrs-jobid-da4k0__PLUS__dVuX1zpSvf__PLUS__uAgZw==&source=srp
Data Analyst,figmd india pvt ltd,"data mining , sql , database , linux , python , mining , project delivery",https://www.timesjobs.com/job-detail/data-analyst-l2-l1-figmd-india-pvt-ltd-pune-3-to-5-yrs-jobid-gRsVK2lNw25zpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Stalwart Management Consulting,"icsr , pharmacovigilance , case processing , life sciences , ae , argus , pharmacy , pharma",https://www.timesjobs.com/job-detail/data-analyst-pv-sme-tl-tm-sdm-stalwart-management-consulting-mumbai-6-to-9-yrs-jobid-Tk8uNiFXStlzpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Data Scientist ,dataanalyst, Data Cleaning , Microsoft Excel , Python Scripting",https://www.timesjobs.com/job-detail/data-scientist-abroad-jobs-skywalk-visa-immigration-services-llp-dubai-australia-germany-new-zealand-2-to-7-yrs-jobid-Q53LxxKGtQBzpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Data Science , Data Scientist , Data Analysis ,dataanalyst, statistical modeling",https://www.timesjobs.com/job-detail/data-scientist-skywalk-visa-immigration-services-llp-france-hong-kong-6-to-11-yrs-jobid-wTpKujiv2iFzpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Data Science , Data Scientist , Data Analysis ,dataanalyst, statistical modeling",https://www.timesjobs.com/job-detail/data-scientist-skywalk-visa-immigration-services-llp-singapore-2-to-7-yrs-jobid-HrnRbjOlWdFzpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Data Science , Data Scientist , Data Analysis ,dataanalyst, statistical modeling , Data Visualization",https://www.timesjobs.com/job-detail/data-scientist-jobs-in-abroad-skywalk-visa-immigration-services-llp-canada-germany-singapore-null-null-2-to-7-yrs-jobid-g2x5s89eRbhzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Gainwell Technologies,"data analysis , data modeling , database structures , data standards , technical problem solving , business solutions , dashboards ,dataanalyst, advanced excel , data structures",https://www.timesjobs.com/job-detail/data-analyst-advanced-excel-job-details-gainwell-technologies-llc-gainwell-technologies-chennai-3-to-5-yrs-jobid-XYC8SQE3XYNzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,teva pharmaceuticals ltd,"data analysis , analytics , problem solving , vendor management , business intelligence , rfps , business requirements , bi , dashboards , sql , information management , director ,dataanalyst, tableau , data cleaning , statistical analysis",https://www.timesjobs.com/job-detail/data-analyst-it-operations-job-details-teva-pharmaceuticals-teva-pharmaceuticals-ltd-bengaluru-bangalore-2-to-5-yrs-jobid-o2ToAt1pcShzpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Data Science , Data Scientist , Data Analysis ,dataanalyst, statistical modeling , Data Visualization",https://www.timesjobs.com/job-detail/data-scientist-germany-skywalk-visa-immigration-services-llp-germany-3-to-8-yrs-jobid-Ai4ECG__SLASH__xQ9dzpSvf__PLUS__uAgZw==&source=srp
,Electrobrain modern technologies pvt ltd,"Business Analyst , Principal , Associate Director , Artificial Intelligence ,DataAnalyst, Data Entry",https://www.timesjobs.com/job-detail/data-modeller-electrobrain-modern-technologies-pvt-ltd-amravati-aurangabad-bhiwandi-bhusawal-buldhana-4-to-9-yrs-jobid-HnmxNgYYs1tzpSvf__PLUS__uAgZw==&source=srp
,Electrobrain modern technologies pvt ltd,"Business Analyst , Principal , Associate Director , Artificial Intelligence ,DataAnalyst, Data Entry",https://www.timesjobs.com/job-detail/data-modeller-electrobrain-modern-technologies-pvt-ltd-agra-aligarh-allahabad-bareilly-faizabad-4-to-9-yrs-jobid-oUMdPf280VJzpSvf__PLUS__uAgZw==&source=srp
,Electrobrain modern technologies pvt ltd,"Business Analyst , Principal , Associate Director , Artificial Intelligence ,DataAnalyst, Data Entry",https://www.timesjobs.com/job-detail/data-modeller-electrobrain-modern-technologies-pvt-ltd-chandigarh-vijayawada-visakhapatnam-mangalore-mysoru-mysore-4-to-9-yrs-jobid-UrxWE7bDVrlzpSvf__PLUS__uAgZw==&source=srp
Data analyst,Alstom Projects India Ltd.,"data engineering , data analysis , python programming , sql , power bi , docker , git , linux , api , vos",https://www.timesjobs.com/job-detail/alternance-data-engineer-data-analyst-f-h-dtails-du-poste-alstom-alstom-projects-india-ltd-france-0-to-1-yrs-jobid-hxNix__SLASH__oLnZJzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Colgate-Palmolive  ( India ),"data analysis , advanced technology , statistical techniques , communication skills , data mining , information technology , bi , ajax , sql , spring , python , soap",https://www.timesjobs.com/job-detail/senior-audit-data-analyst-job-details-colgate-palmolive-company-colgate-palmolive-india-mumbai-6-to-9-yrs-jobid-f99hCp2HAzRzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,dun and bradstreet india pvt ltd,"data analysis , sql , agile project management , data modeling , data visualization , information technology , devops , xml , data structures , python , scala , json , cloud computing , team player , machine learning",https://www.timesjobs.com/job-detail/dun-bradstreet-data-analyst-ii-r-16339-dun-and-bradstreet-india-pvt-ltd-hyderabad-secunderabad-2-to-5-yrs-jobid-jhAf5MB7VhVzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Gainwell Technologies,"qnxt / schema experience , data mapping skills , healthcare knowledge , communication skills , sql proficiency , test cases , user acceptance testing , system testing , written communication , system integration testing",https://www.timesjobs.com/job-detail/senior-professional-data-analyst-job-details-gainwell-technologies-llc-gainwell-technologies-chennai-3-to-8-yrs-jobid-As__PLUS__v3dql7IRzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Veeva Systems,"health data analysis , data onboarding , prescription data analysis , sql , data quality metrics , recruitment process , compensation",https://www.timesjobs.com/job-detail/veeva-systems-senior-health-data-analyst-data-onboarding-veeva-compass-veeva-systems-boston-4-to-7-yrs-jobid-dlUyugLwEDBzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Veeva Systems,"health data analysis , data onboarding , sql querying , analytics presentation , python programming , recruitment process , compensation",https://www.timesjobs.com/job-detail/veeva-systems-senior-health-data-analyst-data-onboarding-veeva-compass-veeva-systems-new-york-city-4-to-7-yrs-jobid-yKuXntSdezZzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Veeva Systems,"sql , data analysis , healthcare data , product management , analytics , recruitment process , compensation",https://www.timesjobs.com/job-detail/veeva-systems-senior-health-data-analyst-data-onboarding-veeva-compass-veeva-systems-boston-4-to-7-yrs-jobid-MNeA__PLUS__1JMsrtzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,ANZ GRINDLAYS BANK,"data analysis , stakeholder engagement , business insights , compliance risks , project management , job posting , communication , presentation skills , recruitment process",https://www.timesjobs.com/job-detail/senior-data-analyst-job-details-anz-banking-group-limited-anz-grindlays-bank-bengaluru-bangalore-7-to-9-yrs-jobid-AbmYiJBZGR5zpSvf__PLUS__uAgZw==&source=srp
Data Analyst,Gainwell Technologies,"** financial analysis , budgeting , forecasting , financial modeling , communication skills ** , projections , accounting , loss , cash flow , profit , trend analysis , journal entries , finance",https://www.timesjobs.com/job-detail/data-analyst-finance-job-details-gainwell-technologies-llc-gainwell-technologies-chennai-6-to-9-yrs-jobid-9Aa__PLUS__v2OUpC1zpSvf__PLUS__uAgZw==&source=srp
Data Analyst,IQVIA,"digital marketing , seo analytics , data analysis , market intelligence , communication skills , campaigns , digital advertising",https://www.timesjobs.com/job-detail/digital-marketing-data-analyst-for-clinical-trial-recruitment-fsp-iqvia-san-francisco-4-to-7-yrs-jobid-Y6ZnDgVIzVpzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,IQVIA,"data analysis , programming , communication , teamwork , customer orientation , technology solutions , market access , pharma",https://www.timesjobs.com/job-detail/data-analyst-consultant-real-world-insights-m-w-d-iqvia-germany-1-to-5-yrs-jobid-kGrXeFTK__PLUS__mdzpSvf__PLUS__uAgZw==&source=srp
,Electrobrain modern technologies pvt ltd,"Business Analyst , Principal , Associate Director , Artificial Intelligence ,DataAnalyst, Data Entry",https://www.timesjobs.com/job-detail/data-modeller-electrobrain-modern-technologies-pvt-ltd-ahmedabad-bengaluru-bangalore-chennai-delhi-gurgaon-4-to-9-yrs-jobid-W4O8MfwE__PLUS__sNzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,hitachi ltd,"power bi , dax , relational databases , data visualization , python , javascript , agile methodologies , algorithms , system development , data structures , api , software integration , hitachi , consultant",https://www.timesjobs.com/job-detail/visualization-engineer-data-analyst-irc206412-in-gothenburg-hitachi-hitachi-ltd-sweden-2-to-5-yrs-jobid-1q2GLIpmS4VzpSvf__PLUS__uAgZw==&source=srp
,Electrobrain modern technologies pvt ltd,"Business Analyst , Principal , Associate Director , Artificial Intelligence ,DataAnalyst, Data Entry",https://www.timesjobs.com/job-detail/data-modeller-electrobrain-modern-technologies-pvt-ltd-hyderabad-secunderabad-kolkata-mumbai-noida-greater-noida-pune-4-to-9-yrs-jobid-wavp8zeAH9RzpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Data Science , Data Scientist , Data Analysis ,dataanalyst, statistical modeling , Data Visualization",https://www.timesjobs.com/job-detail/data-scientist-skywalk-visa-immigration-services-llp-canada-germany-2-to-7-yrs-jobid-jKF2Izr5zClzpSvf__PLUS__uAgZw==&source=srp
,Career Job Solution,"data entry , order sheets , reports , database , documentations , Microsoft Office Excel , Microsoft Office Word , Microsoft Office ,dataanalyst, operation executive",https://www.timesjobs.com/job-detail/data-entry-specialist-career-job-solution-nagpur-1-to-5-yrs-jobid-HZq__SLASH__XZBTv9tzpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Data Science , Data Scientist , Data Analysis ,dataanalyst, statistical modeling , Research , analyst , Data Visualization , Business Analysis , Market Research",https://www.timesjobs.com/job-detail/data-scientist-job-in-germany-skywalk-visa-immigration-services-llp-germany-2-to-7-yrs-jobid-ec69fqUI329zpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Data Science , Data Scientist , Data Analysis ,dataanalyst, statistical modeling , business analyst , Artificial Intelligence , Data Mining , Data Visualization",https://www.timesjobs.com/job-detail/data-scientist-jobs-in-abroad-skywalk-visa-immigration-services-llp-new-zealand-4-to-9-yrs-jobid-jATY__SLASH__todhi5zpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Data Science , Data Scientist , Data Analysis ,dataanalyst, statistical modeling , Research , analyst , Data Visualization , Business Analysis , Market Research",https://www.timesjobs.com/job-detail/data-scientist-job-denmark-skywalk-visa-immigration-services-llp-2-to-7-yrs-jobid-VcmeK__SLASH__TNi0ZzpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Data Science , Data Scientist , Data Analysis ,dataanalyst, statistical modeling , Research , analyst , Data Visualization , Business Analysis , Market Research",https://www.timesjobs.com/job-detail/data-scientist-united-kingdom-skywalk-visa-immigration-services-llp-3-to-8-yrs-jobid-MmlJKk9L7e1zpSvf__PLUS__uAgZw==&source=srp
,Laxmi Infotech,"Banking , accounts , Sales Tax , Income Tax , Accounting , Financial Accounting , process associate ,dataanalyst, business analyst , sas developer",https://www.timesjobs.com/job-detail/audit-financial-accounting-tax-accountant-laxmi-infotech-ahmedabad-delhi-gurgaon-kolkata-noida-greater-noida-1-to-6-yrs-jobid-fxycrvGHIpdzpSvf__PLUS__uAgZw==&source=srp
,Laxmi Infotech,"Finance , Banking , accounts , Sales Tax , Income Tax , Accounting , Financial Accounting , Accounts Payable , process associate ,dataanalyst, business analyst",https://www.timesjobs.com/job-detail/account-executive-laxmi-infotech-delhi-ncr-mumbai-pune-0-to-3-yrs-jobid-30AB1K60XulzpSvf__PLUS__uAgZw==&source=srp
,Laxmi Infotech,"Finance , Banking , accounts , Sales Tax , Income Tax , Accounting , Financial Accounting , Accounts Payable , process associate ,dataanalyst, business analyst",https://www.timesjobs.com/job-detail/account-executive-laxmi-infotech-bengaluru-bangalore-chennai-hyderabad-secunderabad-mumbai-pune-0-to-3-yrs-jobid-9TDlcC4oonlzpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Data Science , Data Scientist , Data Analysis ,dataanalyst, statistical modeling , Data Visualization , Data Base Administration , Data Cabling , Data Guarding , Data Flow",https://www.timesjobs.com/job-detail/data-scientistss-skywalk-visa-immigration-services-llp-canada-germany-netherlands-new-zealand-null-1-to-6-yrs-jobid-icHuwidUYuBzpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Data Science , Data Scientist , Data Analysis ,dataanalyst, statistical modeling , Data Visualization , Data Base Administration , Data Cabling , Data Guarding , Data Flow",https://www.timesjobs.com/job-detail/data-scientist-jobs-for-abroad-skywalk-visa-immigration-services-llp-canada-germany-netherlands-new-zealand-null-2-to-7-yrs-jobid-3qBN9exfqG5zpSvf__PLUS__uAgZw==&source=srp
,I2CANZ OUTSOURCING PRIVATE LIMITED,"Database Administration , Database Algorithms Database Analyzing , Database Design , d , Data Base Administration , Data Analysis ,dataanalyst, Data Centre Solutions",https://www.timesjobs.com/job-detail/database-analysts-and-data-administrators-req-in-canada-oinp-i2canz-outsourcing-private-limited-australia-canada-null-2-to-7-yrs-jobid-MGtDojuv20dzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,IQVIA,"statistical programming , data analysis , biostatistics , programming in sas , multicultural team , data mining , sql , data science , advanced analytics ,dataanalyst",https://www.timesjobs.com/job-detail/r1417643-data-analyst-sas-sql-german-speaker-spain-remote-iqvia-spain-1-to-5-yrs-jobid-Z__SLASH__hqzXVftzRzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,FamPay Inc,"data analysis , statistical techniques , database management , reporting packages , statistical analysis , spss , sql , data extraction , product analyst , data analytics , sas ,dataanalyst, tableau",https://www.timesjobs.com/job-detail/data-analyst-new-bengaluru-research-analytics-full-time-office-remote-hybrid-fampay-inc-bengaluru-bangalore-1-to-5-yrs-jobid-vcdL4xJ8AipzpSvf__PLUS__uAgZw==&source=srp
Data Analyst,SAP Ariba,"sap basis admin , internal tools knowledge , excel macros , data management , data quality , orchestration , information technology , database , servicenow",https://www.timesjobs.com/job-detail/senior-it-atlas-data-analyst-and-integration-specialist-7-years-job-details-sap-sap-ariba-bengaluru-bangalore-7-to-10-yrs-jobid-gIc21XaTN79zpSvf__PLUS__uAgZw==&source=srp
,SEVEN CONSULTANCY,"databases , data collection ,DataAnalysts",https://www.timesjobs.com/job-detail/data-analytics-manager-seven-consultancy-chennai-4-to-7-yrs-jobid-8fg__SLASH__FnT2yRRzpSvf__PLUS__uAgZw==&source=srp
,Cotocus,"data analysis ,dataanalyst, data visualization",https://www.timesjobs.com/job-detail/data-architect-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-OWdqlRaebkRzpSvf__PLUS__uAgZw==&source=srp
,Cotocus,"data analysis ,dataanalyst, data visualization",https://www.timesjobs.com/job-detail/data-architect-cotocus-bengaluru-bangalore-0-to-3-yrs-jobid-Trng8nClr__SLASH__JzpSvf__PLUS__uAgZw==&source=srp
,SKYWALK VISA IMMIGRATION SERVICES LLP,"Database Maintenance , Database SQL , Database Server Administration , Database Algorithms Database Analyzing , Linux Apache MySQL PHP",https://www.timesjobs.com/job-detail/database-analyst-abroad-jobs-skywalk-visa-immigration-dubai-australia-germany-new-zealand-null-3-to-8-yrs-jobid-Am8r__SLASH__mSR8XRzpSvf__PLUS__uAgZw==&source=srp
,Srv global consultancy Pvt Ltd,"Data Analysis , Data Clustering , Data Gathering , Data Cabling , Software Quality Assurance , data scientist , Data Analytics , Qualitative Analysis",https://www.timesjobs.com/job-detail/data-specialist-jobs-in-canada-australia-new-zealand-srv-global-consultancy-pvt-ltd-australia-canada-2-to-7-yrs-jobid-7XmSdnWmCSdzpSvf__PLUS__uAgZw==&source=srp
,Maxgen Technologies,gtu,https://www.timesjobs.com/job-detail/gtu-internship-in-ahmedabad-maxgen-technologies-ahmedabad-bhavnagar-gandhinagar-jamnagar-mehsana-0-to-1-yrs-jobid-EqdsOvrTNORzpSvf__PLUS__uAgZw==&source=srp
